report_date,total_purchase_amt,total_redeem_amt,x,Unnamed: 4,Unnamed: 5,p,r
20140702,384555819,328950951,3,0.000330532,0.120838789,0.000330532,0.120838789
20140703,297894643,289009780,4,0.225353958,0.121419837,0.225353958,0.121419837
20140704,211649838,264494550,5,0.289514454,0.084824915,0.289514454,0.084824915
20140705,169383796,272535138,6,0.199697965,0.030399825,0.199697965,0.030399825
20140706,199569025,195530758,7,0.17820612,0.282548447,0.17820612,0.282548447
20140707,231997325,273505317,1,0.363853168,0.624361161,0.162491649,0.398784108
20140708,224240103,340453063,2,0.17614168,0.071913067,0.033436687,0.244776762
20140709,278005555,269642881,3,0.239767335,0.207988089,0.239767335,0.207988089
20140710,283095921,326009240,4,0.018310303,0.209040783,0.018310303,0.209040783
20140711,208671021,240050748,5,0.262896405,0.263668883,0.262896405,0.263668883
20140712,177644343,149081488,6,0.148687047,0.378958453,0.148687047,0.378958453
20140713,179759885,199459990,7,0.011908862,0.33792594,0.011908862,0.33792594
20140714,257008568,284753279,1,0.417432616,0.427621043,0.429732601,0.427621043
20140715,334810012,261722182,2,0.314023805,0.080880884,0.302719262,0.080880884
20140716,394890140,234775948,3,0.179445434,0.102957395,0.179445434,0.102957395
20140717,285620338,298279385,4,0.359286915,0.270485276,0.27670937,0.270485276
20140718,208959595,208671287,5,0.174109569,0.300416665,0.268400855,0.300416665
20140719,210318023,155464283,6,0.006500912,0.254979996,0.006500912,0.254979996
20140720,176449304,174462836,7,0.161035743,0.122205259,0.161035743,0.122205259
20140721,233487775,289801835,1,1.142760472,1.488733354,0.323256991,0.661109275
20140722,258140012,369043423,2,0.35707097,0.150044529,0.10558256,0.2734337
20140723,265461894,308353077,3,0.092057679,0.16445313,0.028363995,0.16445313
20140724,277044480,347622431,4,0.043631822,0.127351912,0.043631822,0.127351912
20140725,181641088,262874791,5,0.344361281,0.243792208,0.344361281,0.243792208
20140726,128268053,282653341,6,0.293837895,0.075239432,0.293837895,0.075239432
20140727,151406251,166610652,7,0.180389407,0.410547735,0.180389407,0.410547735
20140728,210434645,247372214,1,1.455398991,1.076619381,0.389867615,0.484732285
20140729,229477000,303480103,2,0.386455361,0.122856689,0.090490589,0.226815648
20140730,209917272,250117716,3,0.079685788,0.175834878,0.085236115,0.175834878
20140731,191728916,277194379,4,0.086645352,0.108255678,0.086645352,0.108255678
20140801,251901927,252540858,5,0.955285321,0.088939469,0.313844214,0.088939469
20140802,204939818,172250225,6,0.495599281,0.317931259,0.18643013,0.317931259
20140803,173825397,127125217,7,0.080737009,0.261973579,0.151822234,0.261973579
20140804,289451772,190914949,1,0.902143701,1.540074516,0.665186889,0.501786612
20140805,394780870,221706539,2,0.193986857,0.313405472,0.363891702,0.161284332
20140806,288821016,282346594,3,0.268401693,0.273514959,0.268401693,0.273514959
20140807,247646474,253659514,4,0.142560755,0.101602359,0.142560755,0.101602359
20140808,233903717,311648757,5,0.055493449,0.228610558,0.055493449,0.228610558
20140809,160262764,221723230,6,0.314834471,0.47501248,0.314834471,0.288547684
20140810,247420867,189909225,7,0.619433383,0.160731266,0.543845001,0.143485214
20140811,331550471,268584407,1,0.277479481,1.204228552,0.340026308,0.414277832
20140812,258493673,309754858,2,0.22034895,0.260027737,0.22034895,0.153286825
20140813,261506619,303975517,3,0.011655782,0.01865779,0.011655782,0.01865779
20140814,257702660,211939431,4,0.01454632,0.302774667,0.01454632,0.302774667
20140815,244551620,236516007,5,0.051031836,0.115960375,0.051031836,0.115960375
20140816,215059736,219214339,6,0.120595742,0.073152207,0.120595742,0.073152207
20140817,149978271,139564084,7,0.302620408,0.363344183,0.302620408,0.363344183
20140818,218224458,204127206,1,0.990282619,0.856989338,0.455040497,0.462605565
20140819,266401973,254929877,2,0.107528525,0.016356658,0.220770465,0.248877511
20140820,308378692,202452782,3,0.1575691,0.205849136,0.1575691,0.205849136
20140821,251763517,219963356,4,0.183589776,0.086492138,0.183589776,0.086492138
20140822,246316056,179349206,5,0.021637214,0.184640527,0.021637214,0.184640527
20140823,172641189,199377531,6,0.425891965,0.111672226,0.299107042,0.111672226
20140824,130195484,191080151,7,0.079318169,0.041616425,0.245860824,0.041616425
20140825,228681835,262990708,1,1.377764677,0.634986205,0.756449824,0.376337137
20140826,306945089,285478563,2,0.008492742,0.086215403,0.342236426,0.085508173
20140827,302194801,350512190,3,0.015476019,0.639927503,0.015476019,0.227805641
20140828,245082751,297893861,4,0.188990842,0.363697834,0.188990842,0.1501184
20140829,267554713,273756380,5,0.091691324,0.081027118,0.091691324,0.081027118
20140830,199708772,196374134,6,0.253577821,0.282668283,0.253577821,0.282668283
20140831,275090213,292943033,7,0.377456835,0.49175977,0.377456835,0.49175977
